ListingCreationDate,Term,LoanStatus,BorrowerAPR,LenderYield,BorrowerRate,ProsperRating (Alpha),ProsperScore,EmploymentStatus,Occupation,ListingCategory (numeric),MonthlyLoanPayment,IsBorrowerHomeowner,IncomeRange,TotalProsperLoans,Recommendations,Investors,LoanOriginalAmount
2013-11-03 11:36:56.900,60,Current,0.25625,0.221,0.231,D,3.0,Other,Other,15,84.74,False,"$25,000-49,999",1.0,0,39,3000
2012-04-03 16:16:04.657,36,Current,0.17359000000000002,0.1349,0.1449,B,7.0,Employed,Professional,1,516.24,False,"$25,000-49,999",1.0,0,4,15000
2009-09-08 12:02:59.353,36,Completed,0.20310999999999998,0.171,0.181,D,8.0,Full-time,Computer Programmer,1,86.89,True,"$75,000-99,999",1.0,0,86,2400
2011-05-16 03:10:08.510,36,Defaulted,0.20321,0.1599,0.1699,C,5.0,Full-time,Computer Programmer,1,267.36,True,"$50,000-74,999",1.0,0,44,7500
2010-12-02 06:44:42.610,36,Chargedoff,0.12663,0.0955,0.1055,A,9.0,Employed,Professional,2,346.63,True,"$75,000-99,999",3.0,0,232,10657
2011-04-07 18:09:59.670,60,Chargedoff,0.14657,0.1229,0.1329,A,8.0,Employed,Other,2,343.53,True,"$100,000+",2.0,0,205,15000
2013-07-04 08:35:44.093,60,Current,0.14453,0.1119,0.1219,A,8.0,Employed,Engineer - Electrical,1,223.41,True,"$100,000+",1.0,0,100,10000
2011-09-23 05:47:17.683,36,Current,0.27466999999999997,0.2299,0.2399,D,5.0,Employed,Computer Programmer,1,392.28,True,"$100,000+",1.0,0,6,10000
2011-01-19 15:54:50.903,36,Completed,0.28488,0.2399,0.2499,D,5.0,Full-time,Tradesman - Electrician,1,298.16,True,"$50,000-74,999",1.0,0,33,7500
2012-11-12 22:32:31.673,60,Current,0.14494,0.1123,0.1223,A,8.0,Employed,Other,13,290.69,False,"$25,000-49,999",2.0,0,220,13000
2013-03-06 15:49:38.620,60,Current,0.18136,0.1479,0.1579,B,6.0,Full-time,Teacher's Aide,1,108.93,True,"$1-24,999",1.0,0,84,4500
2010-02-14 08:01:05.477,36,Completed,0.37453000000000003,0.34,0.35,HR,3.0,Full-time,Sales - Retail,1,90.47,True,"$25,000-49,999",1.0,0,38,2000
2012-05-23 05:55:33.463,36,Completed,0.12427,0.0864,0.0964,A,8.0,Employed,Social Worker,15,96.3,False,"$25,000-49,999",1.0,0,74,3000
2013-02-06 08:21:22.673,60,Current,0.15629,0.1234,0.1334,A,9.0,Employed,Other,2,183.42,False,"$50,000-74,999",1.0,0,156,8000
2013-07-29 13:56:15.367,60,Current,0.20081,0.1669,0.1769,B,6.0,Employed,Landscaping,6,100.9,True,"$25,000-49,999",1.0,0,49,4000
2012-10-19 07:27:16.083,36,Current,0.12528,0.0874,0.0974,A,8.0,Employed,Sales - Commission,3,225.02,True,"$100,000+",1.0,0,108,7000
2014-02-23 09:55:08.870,36,Current,0.18517999999999998,0.1385,0.1485,B,7.0,Employed,Other,1,518.88,True,"$100,000+",1.0,0,1,15000
2009-12-25 17:26:41.123,36,Completed,0.22286999999999998,0.1905,0.2005,C,9.0,Full-time,Professional,7,223.17,True,"$100,000+",1.0,0,172,6001
2011-02-17 12:03:49.750,36,Chargedoff,0.32576,0.2799,0.2899,E,5.0,Full-time,Administrative Assistant,3,146.65,False,"$25,000-49,999",1.0,0,63,3500
2012-08-27 04:13:51.843,60,Current,0.35838000000000003,0.3204,0.3304,E,3.0,Employed,Other,1,136.98,False,"$50,000-74,999",1.0,0,38,4000
2011-04-26 16:14:33.297,36,Current,0.20321,0.1599,0.1699,C,8.0,Employed,Other,7,106.94,False,"$25,000-49,999",1.0,0,43,3000
2013-10-14 17:48:00.807,60,Current,0.22908,0.1945,0.2045,C,5.0,Employed,Sales - Commission,1,668.62,True,"$100,000+",1.0,0,1,25000
2011-08-10 16:48:21.020,36,Completed,0.22361999999999999,0.1799,0.1899,C,6.0,Employed,Other,3,549.76,True,"$50,000-74,999",1.0,0,29,15000
2013-04-16 15:01:02.920,60,Current,0.26877,0.2332,0.2432,D,2.0,Employed,Other,1,115.82,True,"$50,000-74,999",2.0,0,1,4000
2011-01-21 10:12:10.503,36,Completed,0.28488,0.2399,0.2499,D,6.0,Full-time,Computer Programmer,7,298.16,True,"$50,000-74,999",1.0,0,101,7500
2013-04-22 09:28:23.923,60,Current,0.17522000000000001,0.1419,0.1519,B,7.0,Employed,Other,1,119.45,False,"$25,000-49,999",2.0,0,93,5000
2011-09-08 22:18:49.117,60,Current,0.29370999999999997,0.2599,0.2699,D,5.0,Full-time,Postal Service,1,305.29,True,"$50,000-74,999",3.0,0,95,10000
2012-04-25 14:19:47.287,36,Completed,0.22741999999999998,0.1802,0.1902,C,4.0,Employed,Professional,6,146.66,True,"$50,000-74,999",3.0,0,43,4000
2010-01-27 09:53:49.017,36,Completed,0.08842,0.075,0.085,AA,7.0,Full-time,Engineer - Electrical,3,315.68,True,"$75,000-99,999",2.0,0,260,10000
2010-05-06 08:21:15.697,36,Completed,0.08641,0.073,0.083,AA,9.0,Full-time,Social Worker,3,151.01,True,"$25,000-49,999",1.0,0,121,4855
2011-07-20 09:36:58.763,36,Current,0.34621,0.2999,0.3099,E,4.0,Employed,Teacher,3,107.49,True,"$75,000-99,999",2.0,0,16,2500
2012-08-19 14:07:09.010,60,Chargedoff,0.19108,0.1574,0.1674,A,6.0,Other,Other,13,370.69,False,"$1-24,999",1.0,0,80,15000
2012-06-28 10:18:51.057,36,Current,0.18316,0.1369,0.1469,B,7.0,Employed,Professional,2,69.03,True,"$75,000-99,999",1.0,0,17,2000
2011-06-16 21:24:28.323,36,FinalPaymentInProgress,0.124,0.0929,0.1029,A,8.0,Full-time,Nurse (RN),1,560.1,True,"$75,000-99,999",2.0,0,370,17285
2010-12-10 10:49:14.690,36,Chargedoff,0.15549000000000002,0.124,0.134,B,9.0,Employed,Accountant/CPA,3,169.43,False,"$25,000-49,999",1.0,0,106,5000
2012-01-21 12:51:24.477,36,Defaulted,0.34998,0.2999,0.3099,E,2.0,Employed,Attorney,1,85.99,False,"$25,000-49,999",1.0,0,1,2000
2012-09-06 13:21:47.063,36,Completed,0.12528,0.0874,0.0974,A,9.0,Employed,Executive,1,208.94,False,"$75,000-99,999",1.0,0,83,6500
2009-07-24 20:23:38.143,36,Completed,0.27407,0.241,0.251,D,7.0,Full-time,Military Enlisted,1,119.44,False,"$50,000-74,999",1.0,0,55,3000
2010-07-17 06:13:20.753,36,Completed,0.14637999999999998,0.115,0.125,B,8.0,Full-time,Administrative Assistant,1,133.81,True,"$25,000-49,999",1.0,0,150,4000
2014-01-24 11:01:25.297,60,Current,0.09367,0.0709,0.0809,AA,10.0,Self-employed,Investor,1,233.67,False,"$75,000-99,999",2.0,0,173,11500
2013-10-28 19:42:47.630,36,Current,0.30899,0.2599,0.2699,E,2.0,Employed,Engineer - Chemical,1,142.87,True,"$75,000-99,999",1.0,0,5,3500
2013-05-06 13:36:42.253,60,Current,0.18852,0.1549,0.1649,B,9.0,Employed,Engineer - Mechanical,7,614.48,False,"$75,000-99,999",1.0,0,1,25000
2013-07-24 13:51:57.933,36,Current,0.15833,0.1199,0.1299,A,6.0,Employed,Nurse's Aide,1,134.76,True,"$25,000-49,999",1.0,0,1,4000
2012-04-18 21:47:28.060,60,Completed,0.24702,0.212,0.222,C,3.0,Employed,Fireman,16,346.66,False,"$50,000-74,999",2.0,2,17,12500
2014-02-11 09:53:21.297,36,Current,0.14243,0.1039,0.1139,A,10.0,Self-employed,Sales - Retail,1,329.24,True,"$25,000-49,999",1.0,0,1,10000
2013-03-12 20:25:43.877,36,Current,0.18725,0.1409,0.1509,B,5.0,Employed,Other,1,520.64,False,"$75,000-99,999",1.0,0,165,15000
2012-08-19 09:56:55.333,36,Current,0.17754,0.1314,0.1414,B,5.0,Employed,Sales - Retail,1,291.09,True,"$25,000-49,999",1.0,0,139,8500
2011-08-03 11:50:23.887,36,Chargedoff,0.34886999999999996,0.3025,0.3125,HR,1.0,Full-time,Administrative Assistant,1,172.56,False,"$1-24,999",2.0,0,58,4000
2012-07-02 06:20:37.103,36,Current,0.18316,0.1369,0.1469,B,8.0,Employed,Other,2,207.08,True,"$75,000-99,999",1.0,0,89,6000
2012-10-08 08:37:06.417,60,Completed,0.23276999999999998,0.1981,0.2081,C,5.0,Full-time,Professional,2,121.26,False,"$100,000+",5.0,0,52,4500
2012-11-26 17:42:41.403,36,Completed,0.14857,0.1103,0.1203,A,8.0,Employed,Computer Programmer,1,697.8,False,"$50,000-74,999",2.0,0,334,21000
2011-01-28 07:59:57.407,36,Completed,0.28488,0.2399,0.2499,D,7.0,Employed,Other,2,298.16,False,"$75,000-99,999",3.0,0,36,7500
2013-07-21 17:55:45.217,36,Past Due (31-60 days),0.23121,0.1839,0.1939,C,3.0,Employed,Other,2,73.71,True,"$25,000-49,999",1.0,0,27,2000
2013-02-16 14:15:35.823,36,Current,0.21945,0.1724,0.1824,C,5.0,Employed,Clerical,7,362.73,True,"$25,000-49,999",1.0,0,176,10000
2014-02-11 15:09:48.553,60,Current,0.21858000000000002,0.184,0.194,C,6.0,Employed,Other,1,392.42,True,"$50,000-74,999",1.0,0,1,15000
2013-11-19 11:28:31.490,36,Current,0.12080999999999999,0.083,0.093,A,10.0,Employed,Other,1,479.09,True,"$50,000-74,999",1.0,0,1,15000
2014-01-05 14:47:25.033,36,Current,0.23847,0.191,0.201,D,4.0,Employed,Clerical,1,148.86,False,"$25,000-49,999",3.0,0,1,4000
2013-06-11 13:57:55.033,36,Completed,0.30285,0.2539,0.2639,E,7.0,Employed,Other,13,161.99,False,"$100,000+",1.0,0,21,4000
2014-02-04 15:54:39.820,60,Current,0.24856,0.2135,0.2235,D,6.0,Employed,Teacher,15,278.18,False,"$25,000-49,999",1.0,0,1,10000
2012-07-16 18:31:20.200,60,Completed,0.20705,0.173,0.183,B,6.0,Full-time,Nurse (LPN),1,281.13,True,"$25,000-49,999",4.0,1,164,11000
2013-07-23 14:54:21.450,36,Current,0.31032,0.2612,0.2712,E,4.0,Employed,Analyst,1,163.56,False,"$50,000-74,999",1.0,0,10,4000
2010-08-17 06:22:38.010,36,Completed,0.36158,0.29,0.3,HR,2.0,Self-employed,Skilled Labor,7,42.45,False,"$25,000-49,999",1.0,0,31,1000
2013-12-05 09:43:41.400,36,Current,0.18633,0.14,0.15,B,4.0,Self-employed,Sales - Commission,1,287.72,False,"$100,000+",1.0,0,1,8300
2012-05-25 07:17:46.613,60,Current,0.24702,0.212,0.222,C,5.0,Employed,Civil Service,1,277.33,True,"$50,000-74,999",1.0,0,21,10000
2012-04-25 08:16:32.460,36,Past Due (31-60 days),0.18316,0.1369,0.1469,B,8.0,Employed,Retail Management,15,189.83,False,"$25,000-49,999",1.0,1,92,5500
2012-09-19 12:33:42.867,36,Current,0.15833,0.1199,0.1299,A,7.0,Employed,Food Service,13,505.34,False,"$25,000-49,999",2.0,0,222,15000
2013-04-10 12:09:31.027,36,Current,0.12528,0.0874,0.0974,A,10.0,Employed,Sales - Retail,18,128.58,True,"$50,000-74,999",2.0,0,79,4000
2012-01-11 11:16:08.890,60,Defaulted,0.35838000000000003,0.3204,0.3304,E,1.0,Full-time,Skilled Labor,1,136.98,True,"$25,000-49,999",2.0,0,20,4000
2012-05-30 16:09:40.293,60,Current,0.20705,0.173,0.183,B,6.0,Employed,Professional,1,306.68,True,"$75,000-99,999",1.0,0,20,12000
2013-11-27 14:49:57.290,60,Current,0.23984,0.205,0.215,D,4.0,Employed,Retail Management,2,109.34,True,"$50,000-74,999",1.0,0,1,4000
2013-04-08 15:51:26.623,36,Completed,0.15324000000000002,0.1149,0.1249,A,8.0,Employed,Sales - Commission,7,100.35,True,"$25,000-49,999",5.0,0,1,3000
2010-01-29 07:10:31.123,36,Chargedoff,0.2325,0.2,0.21,D,6.0,Full-time,Other,1,94.19,True,"$50,000-74,999",1.0,0,156,2500
2010-09-27 14:33:47.857,36,Completed,0.34631,0.3,0.31,HR,3.0,Full-time,Police Officer/Correction Officer,7,77.4,True,"$75,000-99,999",1.0,0,53,1800
2012-06-05 12:36:38.787,36,Completed,0.22741999999999998,0.1802,0.1902,C,3.0,Employed,Other,15,91.67,True,"$50,000-74,999",1.0,0,46,2500
2010-02-26 22:20:46.380,36,Completed,0.25278,0.22,0.23,D,7.0,Full-time,Military Officer,2,286.45,True,"$100,000+",2.0,1,352,7400
2012-12-27 12:05:42.967,36,Chargedoff,0.25013,0.2024,0.2124,C,3.0,Other,Other,6,113.4,False,"$25,000-49,999",1.0,0,34,3000
2012-02-14 19:01:53.280,60,Completed,0.35838000000000003,0.3204,0.3304,E,1.0,Employed,Professional,1,136.98,True,"$50,000-74,999",5.0,0,38,4000
2012-09-07 20:18:28.770,36,Current,0.17754,0.1314,0.1414,B,8.0,Employed,Executive,2,171.23,True,"$100,000+",2.0,0,66,5000
2013-09-09 03:19:17.560,36,Current,0.12274000000000002,0.0849,0.0949,A,10.0,Employed,Computer Programmer,1,640.57,True,"$75,000-99,999",3.0,0,1,20000
2013-10-19 11:49:39.870,36,Current,0.15324000000000002,0.1149,0.1249,A,10.0,Employed,Professional,3,501.73,False,"$50,000-74,999",1.0,0,1,15000
2010-06-23 00:38:27.143,36,Completed,0.28574,0.2525,0.2625,D,6.0,Full-time,Police Officer/Correction Officer,1,161.7,True,"$100,000+",1.0,0,46,4000
2012-01-18 14:57:06.460,60,Current,0.20357999999999998,0.1745,0.1845,B,7.0,Employed,Civil Service,1,384.58,False,"$25,000-49,999",2.0,1,3,15000
2011-10-11 18:50:02.510,36,Past Due (61-90 days),0.25486,0.2105,0.2205,C,2.0,Employed,Professional,7,99.36,True,"$50,000-74,999",1.0,0,35,2600
2013-08-12 18:24:43.747,36,Current,0.2878,0.2392,0.2492,D,4.0,Employed,Professional,7,79.44,True,"$75,000-99,999",1.0,0,22,2000
2012-09-06 16:55:29.993,36,Completed,0.2706,0.2224,0.2324,D,3.0,Employed,Other,1,582.52,True,"$75,000-99,999",1.0,0,131,15000
2012-05-25 13:11:48.827,36,Current,0.22741999999999998,0.1802,0.1902,C,2.0,Employed,Other,6,73.33,True,"$25,000-49,999",1.0,0,40,2000
2012-01-25 20:07:34.757,36,Current,0.06587,0.0525,0.0625,AA,10.0,Employed,Analyst,3,458.03,False,"$100,000+",3.0,0,392,15000
2011-09-23 21:18:52.270,36,Current,0.13413,0.1029,0.1129,A,8.0,Employed,Engineer - Electrical,1,147.94,False,"$50,000-74,999",1.0,0,77,4500
2011-10-17 13:38:16.793,36,Current,0.1322,0.101,0.111,A,8.0,Employed,Other,7,327.86,False,"$25,000-49,999",1.0,0,92,10000
2013-04-06 13:30:40.150,36,Current,0.12528,0.0874,0.0974,A,9.0,Employed,Skilled Labor,1,160.73,False,"$25,000-49,999",1.0,0,105,5000
2012-05-23 06:12:22.783,60,Chargedoff,0.24702,0.212,0.222,C,2.0,Employed,Analyst,1,415.99,True,"$25,000-49,999",2.0,0,34,15000
2011-03-11 10:24:13.727,36,Current,0.13109,0.0999,0.1099,B,9.0,Employed,Accountant/CPA,1,294.61,True,"$100,000+",1.0,0,177,9000
2010-06-23 16:58:18.590,36,Completed,0.26292,0.23,0.24,E,6.0,Full-time,Bus Driver,6,78.47,False,"$1-24,999",1.0,0,110,2000
2009-08-06 20:21:05.777,36,Completed,0.1241,0.093,0.103,A,9.0,Full-time,Clerical,1,113.43,True,"$25,000-49,999",1.0,0,294,3500
2010-01-11 09:34:28.403,36,Chargedoff,0.37453000000000003,0.34,0.35,E,8.0,Full-time,Engineer - Mechanical,7,75.77,False,"$50,000-74,999",1.0,0,36,1675
2011-06-20 08:06:04.597,36,Chargedoff,0.34621,0.2999,0.3099,E,2.0,Employed,Professional,1,107.49,True,"$50,000-74,999",1.0,0,7,2500
2012-07-09 04:10:36.190,36,Chargedoff,0.35796999999999995,0.3077,0.3177,HR,2.0,Employed,Analyst,15,86.85,False,"$25,000-49,999",3.0,1,16,2000
2012-05-05 09:53:02.593,36,Chargedoff,0.33973000000000003,0.2899,0.2999,E,2.0,Full-time,Professional,2,169.78,True,"$50,000-74,999",1.0,0,6,4000
2013-06-17 10:20:32.290,36,Current,0.3179,0.2686,0.2786,E,2.0,Employed,Professional,1,165.15,False,"$50,000-74,999",1.0,0,33,4000
2013-02-26 04:40:59.473,60,Current,0.21566,0.1814,0.1914,C,3.0,Employed,Social Worker,3,390.26,True,"$50,000-74,999",1.0,0,159,15000
2011-09-08 20:41:17.193,36,Current,0.34621,0.2999,0.3099,E,7.0,Full-time,Sales - Commission,1,214.98,True,"$75,000-99,999",2.0,0,48,5000
2013-11-12 15:57:34.003,36,Current,0.09,0.0666,0.0766,AA,11.0,Employed,Other,2,155.9,True,"$50,000-74,999",2.0,0,62,5000
2009-10-05 10:27:26.240,36,Completed,0.37453000000000003,0.34,0.35,E,10.0,Full-time,Computer Programmer,7,76.9,False,"$100,000+",1.0,0,42,1700
2010-12-15 17:02:39.580,36,Completed,0.30541999999999997,0.26,0.27,D,8.0,Employed,Executive,1,204.13,True,"$100,000+",2.0,0,55,5000
2011-06-29 10:40:04.683,36,Current,0.34621,0.2999,0.3099,E,5.0,Full-time,Retail Management,1,107.49,False,"$25,000-49,999",2.0,0,15,2500
2012-02-24 14:11:55.903,36,Completed,0.11765999999999999,0.0799,0.0899,A,8.0,Employed,Engineer - Mechanical,7,317.95,True,"$100,000+",1.0,0,37,10000
2013-06-19 12:27:14.473,36,Past Due (31-60 days),0.15324000000000002,0.1149,0.1249,A,7.0,Employed,Food Service,1,200.69,False,"$25,000-49,999",3.0,0,1,6000
2013-10-20 18:31:30.800,36,Current,0.13189,0.0939,0.1039,A,10.0,Employed,Executive,2,210.93,False,"$100,000+",1.0,0,1,6500
2012-10-04 08:55:47.013,60,Defaulted,0.1658,0.1327,0.1427,A,7.0,Retired,Other,7,163.86,False,"$1-24,999",1.0,0,148,7000
2013-07-21 21:07:17.020,60,Current,0.13942000000000002,0.1069,0.1169,A,10.0,Employed,Other,1,331.32,True,"$75,000-99,999",2.0,0,110,15000
2011-03-02 07:20:47.770,36,Current,0.20321,0.1599,0.1699,C,8.0,Full-time,Professional,1,534.72,False,"$100,000+",3.0,0,143,15000
2012-01-03 20:56:33.423,36,Current,0.28728000000000004,0.2387,0.2487,D,4.0,Full-time,Other,1,396.91,True,"$100,000+",2.0,0,21,10000
2013-09-25 20:44:47.487,60,Current,0.19988,0.166,0.176,C,6.0,Employed,Police Officer/Correction Officer,1,125.88,True,"$50,000-74,999",2.0,0,1,5000
2013-11-06 11:00:05.527,36,Current,0.13799,0.0999,0.1099,A,10.0,Employed,Other,7,304.43,False,"$75,000-99,999",1.0,0,1,9300
2012-12-19 05:46:42.867,60,Completed,0.15752,0.1246,0.1346,A,8.0,Employed,Professional,1,195.41,False,"$25,000-49,999",2.0,0,118,8500
2013-10-26 18:56:12.997,36,Current,0.12691,0.089,0.099,A,11.0,Employed,Professional,1,338.31,True,"$75,000-99,999",3.0,0,1,10500
2010-11-15 16:26:02.067,36,Completed,0.29295,0.2478,0.2578,E,5.0,Employed,Professional,1,160.69,False,"$25,000-49,999",2.0,0,151,4000
2012-04-02 02:47:49.117,36,Current,0.26681,0.2187,0.2287,D,5.0,Employed,Other,1,77.28,True,"$25,000-49,999",2.0,0,30,2000
2010-05-04 20:23:03.337,36,Chargedoff,0.37453000000000003,0.34,0.35,HR,5.0,Full-time,Other,1,158.33,False,"$1-24,999",1.0,0,44,3500
2012-11-17 23:10:45.073,36,Current,0.22712,0.1799,0.1899,C,3.0,Full-time,Skilled Labor,13,73.3,False,"$25,000-49,999",1.0,0,26,2000
2013-03-05 17:34:36.280,36,Current,0.23121,0.1839,0.1939,C,9.0,Employed,Nurse (RN),1,342.74,True,"$50,000-74,999",3.0,0,50,9300
2012-07-31 05:22:27.470,36,Current,0.13697,0.0989,0.1089,A,8.0,Employed,Sales - Commission,1,228.81,False,"$50,000-74,999",1.0,0,124,7000
2010-06-10 16:27:35.483,36,Completed,0.10295,0.0895,0.0995,AA,7.0,Full-time,Teacher,2,0.0,True,"$75,000-99,999",1.0,0,141,3900
2012-01-26 20:16:41.207,36,Current,0.28339000000000003,0.2349,0.2449,D,6.0,Employed,Executive,1,197.45,False,"$75,000-99,999",1.0,0,98,5000
2012-04-11 18:54:59.697,36,Completed,0.18316,0.1369,0.1469,B,7.0,Full-time,Other,2,86.28,False,"$50,000-74,999",1.0,0,19,2500
2013-05-23 09:03:35.870,60,Current,0.13942000000000002,0.1069,0.1169,A,9.0,Employed,Professional,6,66.26,True,"$25,000-49,999",1.0,0,41,3000
2012-05-31 10:05:21.817,60,Current,0.20705,0.173,0.183,B,7.0,Employed,Professional,1,383.35,True,"$50,000-74,999",1.0,0,198,15000
2012-10-11 08:47:16.387,60,Completed,0.23276999999999998,0.1981,0.2081,C,5.0,Employed,Analyst,1,350.31,True,"$75,000-99,999",2.0,0,179,13000
2013-01-14 08:47:59.573,36,Current,0.24758000000000002,0.1999,0.2099,C,7.0,Other,Other,18,150.68,False,"$75,000-99,999",1.0,0,82,4000
2010-03-22 06:44:04.647,36,Chargedoff,0.32378,0.29,0.3,HR,5.0,Full-time,Laborer,1,127.35,True,"$25,000-49,999",1.0,0,90,3000
2012-04-18 16:41:04.797,60,Completed,0.35838000000000003,0.3204,0.3304,E,1.0,Employed,Clerical,1,136.98,False,"$1-24,999",1.0,0,14,4000
2012-11-08 14:21:38.733,60,Current,0.25133,0.2162,0.2262,C,7.0,Employed,Professional,1,531.48,False,"$100,000+",1.0,0,97,19000
2013-07-18 05:54:48.247,36,Current,0.15833,0.1199,0.1299,A,7.0,Employed,Professional,1,134.76,True,"$1-24,999",1.0,1,71,4000
2012-08-27 11:56:53.237,60,Current,0.1658,0.1327,0.1427,A,7.0,Employed,Professional,7,99.39,True,"$25,000-49,999",1.0,1,11,4246
2010-09-01 19:35:50.350,36,Completed,0.2967,0.2475,0.2575,D,7.0,Employed,Other,7,0.0,False,"$25,000-49,999",1.0,0,33,1500
2012-06-24 08:11:44.303,60,Current,0.28704,0.251,0.261,D,5.0,Employed,Other,15,120.0,False,"$50,000-74,999",1.0,0,7,4000
2013-06-27 01:37:20.927,36,Current,0.09837,0.0749,0.0849,AA,9.0,Self-employed,Psychologist,3,315.63,False,"$50,000-74,999",2.0,1,193,10000
2012-04-17 18:50:59.090,36,Chargedoff,0.18316,0.1369,0.1469,B,6.0,Full-time,Nurse (RN),1,517.71,True,"$75,000-99,999",1.0,0,24,15000
2012-10-21 18:01:40.633,36,Current,0.34045,0.2906,0.3006,E,1.0,Employed,Military Officer,1,169.94,False,"$75,000-99,999",2.0,1,46,4000
2009-07-13 19:08:45.763,36,Defaulted,0.26272,0.2298,0.2398,D,8.0,Full-time,Clerical,1,196.11,False,"$25,000-49,999",1.0,0,187,5000
2013-05-05 08:02:45.800,36,Current,0.30285,0.2539,0.2639,E,3.0,Employed,Clerical,1,161.99,False,"$50,000-74,999",1.0,0,78,4000
2012-08-07 08:26:11.753,36,Current,0.35796999999999995,0.3077,0.3177,HR,3.0,Employed,Other,1,173.71,False,"$25,000-49,999",1.0,0,32,4000
2010-09-10 15:49:38.160,36,Chargedoff,0.29265,0.2475,0.2575,D,8.0,Employed,Other,6,120.47,False,"$75,000-99,999",1.0,2,86,3000
2014-01-04 06:19:25.540,36,Current,0.22108000000000003,0.174,0.184,C,7.0,Employed,Engineer - Mechanical,2,218.12,False,"$50,000-74,999",3.0,0,1,6000
2012-05-12 08:37:06.097,36,Current,0.18316,0.1369,0.1469,B,6.0,Full-time,Computer Programmer,1,517.71,True,"$50,000-74,999",1.0,0,109,15000
2013-07-13 11:29:58.157,36,Current,0.0893,0.0659,0.0759,AA,10.0,Employed,Computer Programmer,1,404.92,True,"$100,000+",1.0,0,281,13000
2012-05-20 19:17:46.693,60,Past Due (1-15 days),0.28704,0.251,0.261,D,2.0,Employed,Accountant/CPA,1,450.0,True,"$50,000-74,999",1.0,0,30,15000
2011-08-15 14:14:06.963,36,Chargedoff,0.34886999999999996,0.3025,0.3125,HR,1.0,Self-employed,Sales - Retail,3,172.56,False,$0,2.0,1,8,4000
2014-02-09 08:51:03.880,36,Current,0.09469,0.0709,0.0809,AA,11.0,Employed,Administrative Assistant,1,313.78,True,"$25,000-49,999",2.0,0,184,10000
2011-06-26 20:10:12.697,36,Current,0.22361999999999999,0.1799,0.1899,C,6.0,Employed,Analyst,6,229.07,False,"$50,000-74,999",4.0,0,76,6250
2012-08-27 17:08:49.350,36,Current,0.12528,0.0874,0.0974,A,8.0,Employed,Other,1,219.84,False,"$25,000-49,999",1.0,0,40,6839
2012-08-25 08:27:56.603,36,Completed,0.2706,0.2224,0.2324,D,5.0,Employed,Waiter/Waitress,1,155.34,False,"$25,000-49,999",1.0,0,8,4000
2012-08-15 12:43:49.923,12,Completed,0.31032,0.221,0.231,E,3.0,Employed,Executive,1,0.0,True,"$100,000+",1.0,0,82,4000
2013-05-10 07:32:42.063,60,Current,0.29341,0.2572,0.2672,D,4.0,Employed,Professional,15,242.95,True,"$75,000-99,999",2.0,0,163,8000
2009-09-12 08:41:31.777,36,Completed,0.15144000000000002,0.12,0.13,B,8.0,Full-time,Scientist,6,114.56,True,"$25,000-49,999",1.0,0,228,3400
2012-02-17 09:36:41.787,36,Completed,0.06587,0.0525,0.0625,AA,10.0,Employed,Accountant/CPA,3,426.91,False,"$100,000+",2.0,0,304,13981
2013-09-02 07:46:21.193,60,Current,0.12716,0.0949,0.1049,A,10.0,Employed,Accountant/CPA,1,247.12,True,"$50,000-74,999",2.0,0,127,11500
2011-08-01 07:21:13.313,36,Completed,0.34621,0.2999,0.3099,E,4.0,Employed,Professional,1,193.48,False,"$50,000-74,999",1.0,0,24,4500
2012-09-25 15:07:41.920,36,Completed,0.12528,0.0874,0.0974,A,8.0,Employed,Professional,3,353.6,False,"$25,000-49,999",1.0,0,62,11000
2010-05-05 16:03:34.943,36,Completed,0.37453000000000003,0.34,0.35,HR,5.0,Full-time,Teacher,7,122.14,False,"$25,000-49,999",1.0,0,13,2700
2009-08-03 14:18:24.197,36,Completed,0.15803,0.1265,0.1365,B,9.0,Full-time,Civil Service,1,510.12,False,"$100,000+",3.0,0,496,15000
2012-01-13 09:20:04.960,12,Completed,0.13706,0.0509,0.0609,A,9.0,Full-time,Other,2,297.07,True,"$25,000-49,999",2.0,0,75,3450
2012-05-17 10:31:31.677,60,Completed,0.35838000000000003,0.3204,0.3304,E,1.0,Employed,Teacher,13,136.98,False,"$75,000-99,999",1.0,0,40,4000
2011-05-21 09:46:30.500,36,Current,0.22361999999999999,0.1799,0.1899,C,7.0,Employed,Accountant/CPA,7,219.91,False,"$50,000-74,999",1.0,0,73,6000
2013-06-06 06:12:00.393,36,Current,0.19645,0.1499,0.1599,B,8.0,Employed,Food Service,1,175.76,False,"$25,000-49,999",2.0,0,1,5000
2013-01-02 14:34:27.287,36,Current,0.3179,0.2686,0.2786,E,3.0,Employed,Other,1,165.15,False,"$50,000-74,999",1.0,0,4,4000
2012-01-18 20:31:17.187,36,Current,0.34998,0.2999,0.3099,E,1.0,Employed,Clerical,13,171.98,False,"$25,000-49,999",1.0,0,4,4000
2013-10-18 06:36:26.967,36,Current,0.20984,0.163,0.173,C,8.0,Employed,Computer Programmer,3,537.03,False,"$100,000+",2.0,0,1,15000
2011-12-19 19:10:37.017,36,Completed,0.12528,0.0874,0.0974,A,8.0,Employed,Other,7,337.53,False,"$100,000+",1.0,0,61,10500
2012-11-24 19:24:35.150,36,Completed,0.13138,0.0934,0.1034,A,7.0,Employed,Fireman,1,486.41,True,"$50,000-74,999",1.0,0,185,15000
